,ID,niveau_scolaire,type_texte,session,redacteur,debut_burst,duree_burst,duree_pause,duree_cycle,pct_burst,pct_pause,longueur_burst,burst,startPos,endPos,docLength,categ,cluster
2512,P07C6N2,C6,narratif,0.0,2.0,833.685,7.27,3.182,10.452,0.695560658,0.304439342,16.0,.Elle a maintena,691.0,707.0,707.0,P,0
2516,P07CE2E1,CE2,expositif,0.0,2.0,182.459,39.702,7.769,47.471,0.836342188,0.163657812,14.0,pabiin pra ce ,3.0,17.0,17.0,P,1
2517,P07CE2E1,CE2,expositif,0.0,2.0,229.01,3.588,6.849,10.437,0.343776947,0.656223053,2.0,ke,17.0,19.0,19.0,P,0
2519,P07CE2E1,CE2,expositif,0.0,2.0,279.523,14.867,11.263,26.13,0.568962878,0.431037122,7.0,que a p,19.0,24.0,26.0,R,4
2520,P07CE2E1,CE2,expositif,0.0,2.0,301.831,2.278,7.441,9.719,0.234386254,0.765613746,1.0,é,24.0,25.0,27.0,R,0
2522,P07CE2E1,CE2,expositif,0.0,2.0,332.049,18.376,17.582,35.958,0.511040659,0.488959341,6.0,ré il ,24.0,30.0,32.0,R,1
2523,P07CE2E1,CE2,expositif,0.0,2.0,372.874,4.774,22.449,27.223,0.175366418,0.824633582,3.0,vno,30.0,33.0,35.0,P,4
2524,P07CE2E1,CE2,expositif,0.0,2.0,386.072,26.364,8.424,34.788,0.757847534,0.242152466,5.0,on ét,33.0,36.0,38.0,RB,1
2525,P07CE2E1,CE2,expositif,0.0,2.0,421.796,26.317,9.36,35.677,0.737646103,0.262353897,11.0,re ranvoigé,36.0,47.0,49.0,P,1
2526,P07CE2E1,CE2,expositif,0.0,2.0,458.285,12.745,10.172,22.917,0.556137365,0.443862635,1.0,.,47.0,48.0,50.0,P,4
2527,P07CE2E1,CE2,expositif,0.0,2.0,488.705,68.671,17.675,86.346,0.795300303,0.204699697,20.0,et enplus sava créed,48.0,68.0,70.0,P,1
2528,P07CE2E1,CE2,expositif,0.0,2.0,574.848,43.478,17.472,60.95,0.713338802,0.286661198,10.0,éprobléme.,68.0,78.0,80.0,P,1
2532,P07CE2E1,CE2,expositif,0.0,2.0,1046.502,15.21,239.992,255.202,0.059599846,0.940400154,8.0, est sai,82.0,90.0,92.0,P,2
2533,P07CE2E1,CE2,expositif,0.0,2.0,1068.03,10.842,6.318,17.16,0.631818182,0.368181818,6.0,    pa,90.0,96.0,98.0,P,4
2534,P07CE2E1,CE2,expositif,0.0,2.0,1084.8,11.997,5.928,17.925,0.669288703,0.330711297,6.0,janti.,96.0,102.0,104.0,P,4
2536,P07CE2E1,CE2,expositif,0.0,2.0,1123.722,9.766,8.268,18.034,0.541532661,0.458467339,4.0,sai ,87.0,91.0,93.0,P,4
2537,P07CE2E1,CE2,expositif,0.0,2.0,1140.446,0.655,6.958,7.613,0.086037042,0.913962958,2.0,pa,91.0,93.0,95.0,P,0
2538,P07CE2E1,CE2,expositif,0.0,2.0,1152.364,4.883,11.263,16.146,0.302427846,0.697572154,4.0, jan,93.0,97.0,99.0,P,4
2540,P07CE2E1,CE2,expositif,0.0,2.0,1178.931,16.989,10.031,27.02,0.628756477,0.371243523,5.0,janti,95.0,98.0,100.0,P,4
2541,P07CE2E1,CE2,expositif,0.0,2.0,1202.066,0.172,6.146,6.318,0.027223805,0.972776195,1.0,.,98.0,99.0,101.0,P,0
2542,P07CE2E1,CE2,expositif,0.0,2.0,1208.883,33.681,6.645,40.326,0.835217974,0.164782026,12.0,en plus sai ,99.0,99.0,101.0,RB,1
2546,P07CE2N2,CE2,narratif,0.0,2.0,396.554,13.603,24.773,38.376,0.354466333,0.645533667,7.0,     ai,3.0,9.0,9.0,P,1
2547,P07CE2N2,CE2,narratif,0.0,2.0,417.333,0.047,7.176,7.223,0.006506992,0.993493008,1.0,-,9.0,10.0,10.0,P,0
2548,P07CE2N2,CE2,narratif,0.0,2.0,432.263,21.777,14.883,36.66,0.594026187,0.405973813,4.0,ai t,0.0,11.0,11.0,R,1
2549,P07CE2N2,CE2,narratif,0.0,2.0,466.864,30.155,12.824,42.979,0.701621722,0.298378278,11.0,é une fois ,11.0,22.0,22.0,P,1
2550,P07CE2N2,CE2,narratif,0.0,2.0,506.488,43.431,9.469,52.9,0.82100189,0.17899811,12.0,une pettite ,22.0,34.0,34.0,P,1
2551,P07CE2N2,CE2,narratif,0.0,2.0,576.283,21.294,26.364,47.658,0.446808511,0.553191489,7.0, merlin,34.0,28.0,28.0,RB,1
2552,P07CE2N2,CE2,narratif,0.0,2.0,623.629,21.544,26.052,47.596,0.452643079,0.547356921,12.0, le majisin ,28.0,40.0,40.0,P,1
2553,P07CE2N2,CE2,narratif,0.0,2.0,651.553,17.738,6.38,24.118,0.735467286,0.264532714,7.0,est in ,40.0,47.0,47.0,P,4
2554,P07CE2N2,CE2,narratif,0.0,2.0,675.577,50.701,6.286,56.987,0.889694141,0.110305859,17.0,petti garson qui ,47.0,64.0,64.0,P,1
2555,P07CE2N2,CE2,narratif,0.0,2.0,748.352,15.803,22.074,37.877,0.417218893,0.582781107,7.0,poison ,64.0,71.0,71.0,P,1
2556,P07CE2N2,CE2,narratif,0.0,2.0,774.669,10.702,10.514,21.216,0.504430618,0.495569382,9.0,merlin la,71.0,80.0,80.0,P,4
2557,P07CE2N2,CE2,narratif,0.0,2.0,809.068,4.836,23.697,28.533,0.169487961,0.830512039,5.0, tran,80.0,85.0,85.0,P,4
2558,P07CE2N2,CE2,narratif,0.0,2.0,820.081,0.109,6.177,6.286,0.017340121,0.982659879,1.0,f,85.0,86.0,86.0,P,0
2559,P07CE2N2,CE2,narratif,0.0,2.0,831.719,0.234,11.529,11.763,0.019892884,0.980107116,1.0,o,86.0,87.0,87.0,P,0
2561,P07CE2N2,CE2,narratif,0.0,2.0,876.647,8.112,8.424,16.536,0.490566038,0.509433962,2.0, a,79.0,81.0,86.0,R,4
2562,P07CE2N2,CE2,narratif,0.0,2.0,898.628,33.665,13.869,47.534,0.708229899,0.291770101,16.0,formé an poison ,86.0,102.0,102.0,P,1
2564,P07CE2N2,CE2,narratif,0.0,2.0,961.59,0.546,18.206,18.752,0.029116894,0.970883106,2.0,et,102.0,104.0,104.0,P,4
2565,P07CE2N2,CE2,narratif,0.0,2.0,972.213,6.864,10.077,16.941,0.405170887,0.594829113,5.0,st il,104.0,108.0,108.0,RB,4
2566,P07CE2N2,CE2,narratif,0.0,2.0,991.495,0.125,12.418,12.543,0.009965718,0.990034282,2.0,ée,108.0,110.0,110.0,P,0
2567,P07CE2N2,CE2,narratif,0.0,2.0,997.595,44.335,5.975,50.31,0.881236335,0.118763665,4.0, été,110.0,112.0,112.0,RB,1
2568,P07CE2N2,CE2,narratif,0.0,2.0,1051.727,29.749,9.797,39.546,0.752263187,0.247736813,18.0, poursui par in re,112.0,130.0,130.0,P,1
2569,P07CE2N2,CE2,narratif,0.0,2.0,1090.743,3.354,9.267,12.621,0.265747564,0.734252436,4.0,qin ,130.0,134.0,134.0,P,0
2570,P07CE2N2,CE2,narratif,0.0,2.0,1102.88,0.39,8.783,9.173,0.04251608,0.95748392,2.0,il,134.0,136.0,136.0,P,0
2571,P07CE2N2,CE2,narratif,0.0,2.0,1129.197,4.103,25.927,30.03,0.136630037,0.863369963,4.0, in ,136.0,140.0,140.0,P,4
2572,P07CE2N2,CE2,narratif,0.0,2.0,1148.027,0.14,14.727,14.867,0.009416829,0.990583171,1.0,e,140.0,141.0,141.0,P,0
2573,P07CE2N2,CE2,narratif,0.0,2.0,1161.942,17.94,13.775,31.715,0.565662936,0.434337064,6.0,équrey,141.0,146.0,146.0,P,4
2578,P07CM2E1,CM2,expositif,0.0,9.0,276.215,0.344,5.101,5.445,0.063177227,0.936822773,2.0,la,65.0,67.0,67.0,P,0
2586,P07CM2E1,CM2,expositif,0.0,9.0,335.574,1.451,2.777,4.228,0.343188269,0.656811731,1.0,:,184.0,185.0,185.0,P,0
2587,P07CM2E1,CM2,expositif,0.0,9.0,339.942,0.171,2.917,3.088,0.055375648,0.944624352,1.0,p,185.0,186.0,186.0,P,0
2591,P07CM2E1,CM2,expositif,0.0,9.0,360.394,0.093,5.258,5.351,0.017379929,0.982620071,1.0,c,207.0,208.0,208.0,P,0
2596,P07CM2E1,CM2,expositif,0.0,9.0,376.321,14.056,2.043,16.099,0.873097708,0.126902292,44.0,car sa peut avoir de grosse consequenses et ,234.0,278.0,278.0,P,4
2597,P07CM2E1,CM2,expositif,0.0,9.0,393.528,6.537,3.151,9.688,0.674752271,0.325247729,21.0,de grave consequenses,278.0,299.0,299.0,P,0
2598,P07CM2E1,CM2,expositif,0.0,9.0,402.717,0.124,2.652,2.776,0.044668588,0.955331412,1.0,.,299.0,300.0,300.0,P,0
2599,P07CM2E1,CM2,expositif,0.0,9.0,416.616,0.11,13.775,13.885,0.007922218,0.992077782,1.0,L,300.0,301.0,301.0,P,0
2601,P07CM2E1,CM2,expositif,0.0,9.0,421.172,2.074,2.902,4.976,0.416800643,0.583199357,8.0,violence,303.0,311.0,311.0,P,0
2602,P07CM2E1,CM2,expositif,0.0,9.0,425.976,1.482,2.73,4.212,0.351851852,0.648148148,4.0, sa ,311.0,315.0,315.0,P,0
2604,P07CM2E1,CM2,expositif,0.0,9.0,435.742,20.623,2.855,23.478,0.878396797,0.121603203,57.0,il faut mieux discuter avec la personnes et non la taper ,328.0,385.0,385.0,P,4
2606,P07CM2E1,CM2,expositif,0.0,9.0,469.844,0.062,8.143,8.205,0.007556368,0.992443632,1.0,.,397.0,398.0,398.0,P,0
2607,P07CM2E1,CM2,expositif,0.0,9.0,474.586,0.89,4.68,5.57,0.15978456,0.84021544,2.0,Il,398.0,400.0,400.0,P,0
2610,P07CM2E1,CM2,expositif,0.0,9.0,481.903,6.115,2.527,8.642,0.707590835,0.292409165,18.0,quon arrete de se ,406.0,424.0,424.0,P,0
2614,P07CM2E1,CM2,expositif,0.0,9.0,500.795,1.528,2.512,4.04,0.378217822,0.621782178,4.0,ree ,440.0,444.0,444.0,P,0
2615,P07CM2E1,CM2,expositif,0.0,9.0,505.256,6.989,2.933,9.922,0.704394275,0.295605725,24.0,il faut mieux sentendre ,444.0,468.0,468.0,P,0
2616,P07CM2E1,CM2,expositif,0.0,9.0,514.803,5.492,2.558,8.05,0.682236025,0.317763975,20.0,pa se chercher pour ,468.0,488.0,488.0,P,0
2618,P07CM2E1,CM2,expositif,0.0,9.0,525.224,6.084,3.26,9.344,0.651113014,0.348886986,13.0,avoir dennuie,492.0,505.0,505.0,P,0
2619,P07CM2E1,CM2,expositif,0.0,9.0,536.207,0.156,4.899,5.055,0.030860534,0.969139466,1.0,.,505.0,205.0,506.0,P,0
2620,P07CM2E1,CM2,expositif,0.0,9.0,573.054,3.401,36.691,40.092,0.084829891,0.915170109,1.0,l,205.0,167.0,468.0,R,4
2622,P07CM2E1,CM2,expositif,0.0,9.0,580.542,3.947,2.948,6.895,0.5724438,0.4275562,11.0,La violence,166.0,177.0,478.0,R,0
2626,P07CM2E1,CM2,expositif,0.0,9.0,641.648,0.078,42.978,43.056,0.001811594,0.998188406,1.0,I,514.0,515.0,515.0,P,4
2631,P07CM2E1,CM2,expositif,0.0,9.0,659.385,7.909,2.106,10.015,0.789715427,0.210284573,26.0,ne se dispute plus sinon e,533.0,559.0,559.0,P,0
2637,P07CM2E1,CM2,expositif,0.0,9.0,698.198,1.311,3.182,4.493,0.291787225,0.708212775,1.0,I,617.0,618.0,618.0,P,0
2647,P07CM2E1,CM2,expositif,0.0,9.0,748.275,5.038,2.278,7.316,0.688627665,0.311372335,16.0,serrer beaucoup ,732.0,748.0,748.0,P,0
2650,P07CM2E1,CM2,expositif,0.0,9.0,781.409,0.936,23.821,24.757,0.037807489,0.962192511,2.0,Il,756.0,758.0,758.0,P,4
2651,P07CM2E1,CM2,expositif,0.0,9.0,784.436,0.842,2.091,2.933,0.287078077,0.712921923,1.0,l,758.0,758.0,758.0,RB,0
2654,P07CM2E1,CM2,expositif,0.0,9.0,795.527,3.011,2.246,5.257,0.572760129,0.427239871,10.0,es regles ,775.0,785.0,785.0,P,0
2662,P07CM2E1,CM2,expositif,0.0,9.0,901.795,0.078,68.734,68.812,0.001133523,0.998866477,1.0,S,862.0,863.0,863.0,P,3
2668,P07CM2E1,CM2,expositif,0.0,9.0,938.767,4.727,4.243,8.97,0.526978818,0.473021182,9.0,il sinsul,933.0,942.0,942.0,P,0
2671,P07CM2E1,CM2,expositif,0.0,9.0,962.292,0.687,2.995,3.682,0.186583379,0.813416621,1.0,.,979.0,979.0,979.0,RB,0
2674,P07CM2E1,CM2,expositif,0.0,9.0,986.613,2.699,3.635,6.334,0.426113041,0.573886959,12.0,sa commence ,1033.0,1045.0,1045.0,P,0
2685,P07CM2E1,CM2,expositif,0.0,9.0,1074.566,1.357,7.176,8.533,0.15902965,0.84097035,3.0,qte,1235.0,1238.0,1238.0,P,0
2687,P07CM2E1,CM2,expositif,0.0,9.0,1082.023,1.591,4.196,5.787,0.27492656,0.72507344,7.0,a rien ,1243.0,1250.0,1250.0,P,0
2709,P07CM2N2,CM2,narratif,0.0,9.0,555.099,0.093,3.027,3.12,0.029807692,0.970192308,1.0,I,30.0,31.0,31.0,R,0
2714,P07CM2N2,CM2,narratif,0.0,9.0,564.1,2.293,2.995,5.288,0.433623298,0.566376702,7.0, etait ,32.0,39.0,39.0,R,0
2727,P07CM2N2,CM2,narratif,0.0,9.0,612.008,8.05,3.479,11.529,0.698239223,0.301760777,22.0,eu une grosse bagarre ,98.0,119.0,119.0,R,0
2729,P07CM2N2,CM2,narratif,0.0,9.0,627.639,2.761,2.34,5.101,0.541266418,0.458733582,9.0,bagarre d,100.0,109.0,109.0,R,0
2733,P07CM2N2,CM2,narratif,0.0,9.0,644.518,3.339,3.619,6.958,0.479879276,0.520120724,8.0,extreme ,113.0,121.0,121.0,R,0
2734,P07CM2N2,CM2,narratif,0.0,9.0,651.741,5.398,3.884,9.282,0.581555699,0.418444301,15.0,un enfants quil,121.0,136.0,136.0,R,0
2738,P07CM2N2,CM2,narratif,0.0,9.0,663.847,0.796,2.168,2.964,0.268556005,0.731443995,5.0,ller ,141.0,146.0,146.0,R,0
2739,P07CM2N2,CM2,narratif,0.0,9.0,680.165,2.309,15.522,17.831,0.129493579,0.870506421,1.0,s,146.0,147.0,147.0,R,4
2740,P07CM2N2,CM2,narratif,0.0,9.0,687.122,0.141,4.648,4.789,0.029442472,0.970557528,1.0,e,147.0,148.0,148.0,R,0
2744,P07CM2N2,CM2,narratif,0.0,9.0,701.833,0.109,4.227,4.336,0.025138376,0.974861624,1.0,e,152.0,153.0,153.0,R,0
2750,P07CM2N2,CM2,narratif,0.0,9.0,714.267,0.093,2.091,2.184,0.042582418,0.957417582,1.0,c,165.0,166.0,166.0,R,0
2752,P07CM2N2,CM2,narratif,0.0,9.0,719.368,2.106,2.637,4.743,0.44402277,0.55597723,7.0,et une ,169.0,176.0,176.0,R,0
2755,P07CM2N2,CM2,narratif,0.0,9.0,737.979,9.141,3.058,12.199,0.749323715,0.250676285,29.0,et salim commencat a menacer ,208.0,237.0,237.0,R,0
2765,P07CM2N2,CM2,narratif,0.0,9.0,788.227,2.792,2.06,4.852,0.575432811,0.424567189,7.0,est lam,330.0,336.0,337.0,R,0
2769,P07CM2N2,CM2,narratif,0.0,9.0,809.864,8.377,6.318,14.695,0.570057843,0.429942157,26.0,qui trouvait sa inamissi l,347.0,373.0,374.0,R,0
2773,P07CM2N2,CM2,narratif,0.0,9.0,829.863,0.219,2.48,2.699,0.081141163,0.918858837,2.0,eu,382.0,384.0,385.0,R,0
2780,P07CM2N2,CM2,narratif,0.0,9.0,856.649,4.446,4.025,8.471,0.524849486,0.475150514,13.0,ecole il ala ,399.0,412.0,413.0,R,0
2781,P07CM2N2,CM2,narratif,0.0,9.0,863.341,8.487,2.246,10.733,0.790738843,0.209261157,25.0,dans une ecole specifiqur,412.0,437.0,438.0,R,0
2785,P07CM2N2,CM2,narratif,0.0,9.0,886.086,0.936,2.246,3.182,0.29415462,0.70584538,4.0,ait ,459.0,463.0,464.0,R,0
2791,P07CM2N2,CM2,narratif,0.0,9.0,925.96,1.279,3.105,4.384,0.291742701,0.708257299,5.0,homas,287.0,292.0,523.0,R,0
2793,P07CM2N2,CM2,narratif,0.0,9.0,935.414,0.109,4.821,4.93,0.022109533,0.977890467,1.0,o,288.0,289.0,520.0,R,0
2795,P07CM2N2,CM2,narratif,0.0,9.0,944.774,0.296,7.956,8.252,0.035870092,0.964129908,2.0,ma,287.0,289.0,520.0,R,0
2802,P07CM2N2,CM2,narratif,0.0,9.0,975.911,0.094,6.723,6.817,0.013789057,0.986210943,1.0,e,518.0,519.0,520.0,R,0
2805,P07CM2N2,CM2,narratif,0.0,9.0,983.696,9.89,2.418,12.308,0.803542411,0.196457589,33.0,t apres tout est revenue dans lor,519.0,552.0,553.0,R,0
2810,P07CM2N2,CM2,narratif,0.0,9.0,1027.111,2.995,7.707,10.702,0.279854233,0.720145767,10.0,et depuis ,555.0,565.0,566.0,R,0
2815,P07CM2N2,CM2,narratif,0.0,9.0,1060.636,0.078,8.534,8.612,0.00905713,0.99094287,1.0,F,608.0,609.0,611.0,R,0
2825,P07CM2N2,CM2,narratif,0.0,9.0,1083.926,0.078,2.028,2.106,0.037037037,0.962962963,1.0,N,610.0,611.0,613.0,R,0
2830,P07CM2N2,CM2,narratif,0.0,9.0,1097.421,0.062,2.434,2.496,0.024839744,0.975160256,1.0,n,610.0,611.0,614.0,R,0
2833,P07CM2N2,CM2,narratif,0.0,9.0,1127.092,0.827,5.288,6.115,0.13524121,0.86475879,2.0, <n>,605.0,606.0,612.0,R,0
2838,P08C6N2,C6,narratif,1.0,2.0,222.005,48.657,70.918,119.575,0.406916161,0.593083839,8.0,........,1.0,8.0,8.0,P,3
2839,P08C6N2,C6,narratif,1.0,2.0,273.204,2.325,2.542,4.867,0.477707006,0.522292994,6.0,..... ,8.0,14.0,14.0,RB,0
2840,P08C6N2,C6,narratif,1.0,2.0,301.675,4.836,26.146,30.982,0.156090633,0.843909367,7.0,a doné ,14.0,21.0,21.0,RB,4
2841,P08C6N2,C6,narratif,1.0,2.0,310.145,0.999,3.634,4.633,0.215627024,0.784372976,3.0,un ,21.0,24.0,24.0,RB,0
2842,P08C6N2,C6,narratif,1.0,2.0,314.888,10.296,3.744,14.04,0.733333333,0.266666667,12.0,cout de poni,24.0,36.0,36.0,RB,0
2844,P08C6N2,C6,narratif,1.0,2.0,333.218,9.454,2.964,12.418,0.761314221,0.238685779,3.0,e p,34.0,26.0,26.0,RB,0
2845,P08C6N2,C6,narratif,1.0,2.0,359.988,0.983,17.316,18.299,0.053718782,0.946281218,1.0,ê,26.0,27.0,27.0,RB,4
2846,P08C6N2,C6,narratif,1.0,2.0,365.713,0.078,4.742,4.82,0.016182573,0.983817427,1.0,c,27.0,28.0,28.0,RB,0
2847,P08C6N2,C6,narratif,1.0,2.0,372.983,1.996,7.192,9.188,0.217239878,0.782760122,2.0,he,28.0,30.0,30.0,RB,0
2848,P08C6N2,C6,narratif,1.0,2.0,381.656,0.89,6.677,7.567,0.117615964,0.882384036,2.0, a,30.0,32.0,32.0,RB,0
2851,P08C6N2,C6,narratif,1.0,2.0,412.498,8.658,5.788,14.446,0.599335456,0.400664544,12.0,catalina mi ,0.0,12.0,12.0,P,0
2852,P08C6N2,C6,narratif,1.0,2.0,427.333,6.24,6.177,12.417,0.502536845,0.497463155,7.0,bécille,12.0,8.0,19.0,P,0
2853,P08C6N2,C6,narratif,1.0,2.0,452.028,0.718,18.455,19.173,0.037448495,0.962551505,2.0, a,8.0,13.0,21.0,R,4
2854,P08C6N2,C6,narratif,1.0,2.0,459.626,5.896,6.88,12.776,0.461490294,0.538509706,4.0, une,13.0,21.0,25.0,R,0
2856,P08C6N2,C6,narratif,1.0,2.0,473.463,1.919,2.153,4.072,0.471267191,0.528732809,2.0,qu,20.0,26.0,26.0,RB,0
2858,P08C6N2,C6,narratif,1.0,2.0,489.344,8.907,10.015,18.922,0.470721911,0.529278089,10.0,a mélodie ,27.0,37.0,37.0,P,4
2859,P08C6N2,C6,narratif,1.0,2.0,501.808,4.946,3.557,8.503,0.581677055,0.418322945,5.0,mélod,37.0,42.0,42.0,P,0
2860,P08C6N2,C6,narratif,1.0,2.0,509.031,0.39,2.277,2.667,0.146231721,0.853768279,2.0,ie,42.0,36.0,44.0,P,0
2861,P08C6N2,C6,narratif,1.0,2.0,516.535,0.062,7.114,7.176,0.008639911,0.991360089,1.0,.,36.0,45.0,45.0,R,0
2862,P08C6N2,C6,narratif,1.0,2.0,519.67,2.715,3.073,5.788,0.469073946,0.530926054,4.0, est,45.0,49.0,49.0,P,0
2864,P08C6N2,C6,narratif,1.0,2.0,529.062,1.825,2.372,4.197,0.434834406,0.565165594,3.0,ton,50.0,53.0,53.0,P,0
2865,P08C6N2,C6,narratif,1.0,2.0,535.739,1.107,4.852,5.959,0.185769424,0.814230576,2.0,bé,53.0,0.0,55.0,P,0
2867,P08C6N2,C6,narratif,1.0,2.0,575.503,7.925,8.361,16.286,0.48661427,0.51338573,8.0,catalina,56.0,64.0,64.0,P,4
2868,P08C6N2,C6,narratif,1.0,2.0,587.765,21.107,4.337,25.444,0.829547241,0.170452759,24.0, la relevé lui a mi une ,64.0,88.0,88.0,P,4
2869,P08C6N2,C6,narratif,1.0,2.0,623.817,0.093,14.945,15.038,0.006184333,0.993815667,1.0,p,88.0,89.0,89.0,P,0
2870,P08C6N2,C6,narratif,1.0,2.0,626.671,2.637,2.761,5.398,0.488514265,0.511485735,2.0,êc,89.0,91.0,91.0,P,0
2871,P08C6N2,C6,narratif,1.0,2.0,634.893,2.823,5.585,8.408,0.335751665,0.664248335,3.0,he ,91.0,94.0,94.0,P,0
2872,P08C6N2,C6,narratif,1.0,2.0,649.604,10.109,11.888,21.997,0.459562668,0.540437332,8.0,mélodie ,94.0,102.0,102.0,P,4
2873,P08C6N2,C6,narratif,1.0,2.0,664.408,4.29,4.695,8.985,0.477462437,0.522537563,5.0,a éss,102.0,107.0,107.0,P,0
2874,P08C6N2,C6,narratif,1.0,2.0,671.069,14.805,2.371,17.176,0.861958547,0.138041453,18.0,éillé de se métre ,107.0,125.0,125.0,P,4
2875,P08C6N2,C6,narratif,1.0,2.0,691.022,5.413,5.148,10.561,0.51254616,0.48745384,2.0, l,125.0,117.0,117.0,RB,0
2876,P08C6N2,C6,narratif,1.0,2.0,698.666,10.811,2.231,13.042,0.82893728,0.17106272,14.0,'an lui métre ,117.0,131.0,131.0,P,0
2877,P08C6N2,C6,narratif,1.0,2.0,712.051,5.725,2.574,8.299,0.68984215,0.31015785,8.0,une mes ,131.0,139.0,139.0,P,0
2878,P08C6N2,C6,narratif,1.0,2.0,721.271,6.193,3.495,9.688,0.639244426,0.360755574,9.0,catalina ,139.0,148.0,148.0,P,0
2880,P08CE2E1,CE2,expositif,0.0,2.0,196.015,4.665,9.391,14.056,0.331886739,0.668113261,2.0,e ,12.0,14.0,14.0,RB,0
2881,P08CE2E1,CE2,expositif,0.0,2.0,209.244,12.87,8.564,21.434,0.600447887,0.399552113,9.0,les bagar,14.0,23.0,23.0,RB,4
2882,P08CE2E1,CE2,expositif,0.0,2.0,234.844,20.046,12.73,32.776,0.611606053,0.388393947,8.0,. Parce ,24.0,31.0,31.0,P,1
2883,P08CE2E1,CE2,expositif,0.0,2.0,261.302,2.87,6.412,9.282,0.309200603,0.690799397,3.0,que,31.0,34.0,34.0,P,0
2884,P08CE2E1,CE2,expositif,0.0,2.0,271.551,4.306,7.379,11.685,0.368506632,0.631493368,4.0, on ,34.0,38.0,38.0,P,0
2885,P08CE2E1,CE2,expositif,0.0,2.0,285.123,23.946,9.266,33.212,0.721004456,0.278995544,13.0,fait mal au s,38.0,51.0,51.0,P,1
2886,P08CE2E1,CE2,expositif,0.0,2.0,315.2,6.63,6.131,12.761,0.519551759,0.480448241,3.0,per,51.0,53.0,53.0,RB,0
2887,P08CE2E1,CE2,expositif,0.0,2.0,328.523,0.14,6.693,6.833,0.020488804,0.979511196,1.0,s,53.0,54.0,54.0,P,0
2888,P08CE2E1,CE2,expositif,0.0,2.0,335.324,12.886,6.661,19.547,0.659231596,0.340768404,5.0,ssone,54.0,58.0,58.0,RB,4
2889,P08CE2E1,CE2,expositif,0.0,2.0,354.216,5.32,6.006,11.326,0.469715698,0.530284302,2.0, e,58.0,60.0,60.0,P,0
2890,P08CE2E1,CE2,expositif,0.0,2.0,370.175,6.802,10.639,17.441,0.390000573,0.609999427,7.0,st a no,60.0,67.0,67.0,P,4
2891,P08CE2E1,CE2,expositif,0.0,2.0,383.388,14.43,6.411,20.841,0.692385202,0.307614798,7.0,us maim,67.0,74.0,74.0,P,4
2893,P08CE2E1,CE2,expositif,0.0,2.0,428.722,22.105,20.701,42.806,0.51639957,0.48360043,11.0, . Il faut ,74.0,85.0,85.0,P,1
2894,P08CE2E1,CE2,expositif,0.0,2.0,476.24,43.462,25.413,68.875,0.631027223,0.368972777,20.0,demander a un adulte,85.0,105.0,105.0,P,1
2895,P08CE2E1,CE2,expositif,0.0,2.0,525.63,2.714,5.928,8.642,0.314047674,0.685952326,4.0, de ,105.0,109.0,109.0,P,0
2896,P08CE2E1,CE2,expositif,0.0,2.0,535.208,12.48,6.864,19.344,0.64516129,0.35483871,7.0,regler ,109.0,116.0,116.0,P,4
2897,P08CE2E1,CE2,expositif,0.0,2.0,554.646,20.795,6.958,27.753,0.749288365,0.250711635,11.0,ses histoir,116.0,127.0,127.0,P,4
2898,P08CE2E1,CE2,expositif,0.0,2.0,582.118,3.229,6.677,9.906,0.325964062,0.674035938,2.0,e.,127.0,129.0,129.0,P,0
2899,P08CE2E1,CE2,expositif,0.0,2.0,652.49,18.143,67.143,85.286,0.212731281,0.787268719,10.0, Si on se ,129.0,139.0,139.0,P,3
2900,P08CE2E1,CE2,expositif,0.0,2.0,676.405,10.811,5.772,16.583,0.651932702,0.348067298,9.0,bagar on ,139.0,148.0,148.0,P,4
2901,P08CE2E1,CE2,expositif,0.0,2.0,693.019,19.5,5.803,25.303,0.770659606,0.229340394,13.0,ne joue plus ,148.0,161.0,161.0,P,4
2902,P08CE2E1,CE2,expositif,0.0,2.0,720.85,16.27,8.331,24.601,0.661355229,0.338644771,5.0,ansen,161.0,166.0,166.0,P,4
2903,P08CE2E1,CE2,expositif,0.0,2.0,743.984,6.755,6.864,13.619,0.495998238,0.504001762,4.0,ble.,166.0,170.0,170.0,P,0
2904,P08CE2E1,CE2,expositif,0.0,2.0,808.803,20.03,58.064,78.094,0.256485774,0.743514226,10.0, Si on se ,170.0,180.0,180.0,P,3
2905,P08CE2E1,CE2,expositif,0.0,2.0,836.852,21.169,8.019,29.188,0.725263807,0.274736193,19.0,bagar pour le balon,180.0,199.0,199.0,P,4
2906,P08CE2E1,CE2,expositif,0.0,2.0,866.055,5.663,8.034,13.697,0.4134482,0.5865518,2.0,s ,199.0,195.0,195.0,RB,0
2907,P08CE2E1,CE2,expositif,0.0,2.0,878.021,32.557,6.303,38.86,0.837802367,0.162197633,14.0, balon de foot,195.0,207.0,207.0,RB,1
2908,P08CE2E1,CE2,expositif,0.0,2.0,920.297,9.719,9.719,19.438,0.5,0.5,5.0, on a,207.0,212.0,212.0,P,4
2909,P08CE2E1,CE2,expositif,0.0,2.0,961.247,2.34,31.231,33.571,0.069703017,0.930296983,4.0,rete,212.0,216.0,216.0,P,4
2911,P08CE2E1,CE2,expositif,0.0,2.0,989.733,0.515,6.973,7.488,0.068776709,0.931223291,2.0,te,215.0,217.0,217.0,P,0
